type	color	url
Tshirt	red	https://5.imimg.com/data5/WW/BS/MY-2/downtown-fashion-mens-plain-solid-half-sleeve-tshirt-red-500x500.jpg
Tshirt	red	https://www.hawesandcurtis.co.uk/images/products/mens-red-garment-dye-crew-neck-t-shirt-100percent-supima-cotton-WRPFN001-L01-01-800px-1040px.jpg
Tshirt	red	https://4.imimg.com/data4/MS/GX/MY-9185795/mens-polo-red-t-shirt-500x500.jpg
Tshirt	red	https://hootiin.com/wp-content/uploads/2017/07/red.jpg
Tshirt	red	http://brochaara.com/wp-content/uploads/2018/09/red-solid.png
Tshirt	red	https://renewchurch.nz/wp-content/uploads/2018/09/Red-Back-Male.png
Tshirt	red	https://cdn.shopify.com/s/files/1/1889/4591/products/red_custom_printed_next_level_100_ringspun_cotton_unisex_t_shirt.png?v=1511211183
Tshirt	red	https://image.shutterstock.com/image-photo/front-back-views-tshirt-on-260nw-562774909.jpg
Tshirt	red	https://di2ponv0v5otw.cloudfront.net/posts/2018/10/05/5bb7f5aa534ef92df069d18f/m_5bb7f5d9534ef932c269d2df.jpg
Tshirt	red	https://distributor.golding.eu/kariban-t-shirt-red-s--KA369RE--hd.jpg
Tshirt	red	https://image.shutterstock.com/image-vector/red-t-shirt-vector-illustration-260nw-729365215.jpg
Tshirt	red	https://images-na.ssl-images-amazon.com/images/I/51t6i9GOIlL._UX385_.jpg
Tshirt	red	https://store.usapowerlifting.com/wp-content/uploads/2015/06/Store-mockups-33.png
Tshirt	red	https://cdn11.bigcommerce.com/s-h9y79/images/stencil/1280x1280/products/259/956/mockup-9359fb9f__49513.1512149947.jpg?c=2&imbypass=on
Tshirt	red	https://scene7.zumiez.com/is/image/zumiez/pdp_hero/Cookies-Keep-Off-The-Grass-Red-T-Shirt-_302519-front-US.jpg
Tshirt	red	http://shopitsoon.com/image/cache/sellers/206/new-balance-adult-combed-ring-spun-t-shirt-nb4140-cherry-red-800x800.jpg
Tshirt	red	https://www.explosiontshirt.com/wp-content/uploads/2018/10/men-red-tshirt-gildan-adult-front1.jpg
Tshirt	red	https://images-na.ssl-images-amazon.com/images/I/51-esvNtdZL._SL1001_.jpg
Tshirt	red	https://di2ponv0v5otw.cloudfront.net/posts/2019/04/08/5cac14cd152812bc821179f5/m_5cac1540fe19c72b86cdd8e0.jpg
Tshirt	red	https://www.no-gods-no-masters.com/images/tshirt-red-army-faction-raf-0016086436.png
Tshirt	red	https://www.appulse.in/wp-content/uploads/2018/10/10002-P2-1.jpg
Tshirt	red	https://ik.imagekit.io/afg/media/catalog/product/cache/1/image/400x400/9df78eab33525d08d6e5fb8d27136e95/red-friday-t-shirt.jpg
Tshirt	red	https://righttoremain.org.uk/shop/wp-content/uploads/2016/09/red-tshirt.jpg
Tshirt	red	https://cdn.shopify.com/s/files/1/1164/6922/products/coast-partol-cool-short-sleeve-tshirt-red-heather-front_800x.jpg?v=1520604948
Tshirt	red	https://ae01.alicdn.com/kf/HTB1PRelca_ST1JjSZFqq6AQxFXae/KYKU-Th-ng-Hi-u-Parrot-T-N-o-S-Mi-Hoa-Tshirt-Red-M-t.jpg_640x640.jpg
Tshirt	red	https://images-na.ssl-images-amazon.com/images/I/91GF9nvUrhL._UL1500_.jpg
Tshirt	red	https://www.ildoberescue.com/wordpress/wp-content/uploads/2014/01/new-logo-red-shirt-front-back.jpg
Tshirt	red	https://paddockzone.com/wp-content/uploads/2019/02/762521_01.jpg
Tshirt	red	https://cdn.shopify.com/s/files/1/0046/7602/products/JNI9501-NORTHWEST-BEARCATS-SCOTT-BOSTWICK-FAMILY-GILDAN-LONG-SLEEVE-TEE-RED_1024x1024.png?v=1546550643
Tshirt	red	http://neighborhoodhopedealer.com/wp-content/uploads/2015/03/nhd-tshirt-red-min.jpg
Tshirt	red	http://www.prinlay.com/wp-content/uploads/2017/01/5-9-600x600.jpg
Tshirt	red	https://cdn.shopify.com/s/files/1/0684/1259/products/redmartin.jpg?v=1415053966
Tshirt	red	https://cdn11.bigcommerce.com/s-6qz5ugldsy/images/stencil/800x800/products/311/1290/Lion-Tshirt-Red-1__86853.1546469420.jpg?c=2&imbypass=on
Tshirt	red	https://www.rothco.com/upload/product/product/60303_flat-HR1.jpg
Tshirt	red	https://image.spreadshirtmedia.com/image-server/v1/products/3541612/views/1,width=1200,height=630,appearanceId=376,version=1547454572/awesome-graffiti-arrows-and-circles-designer-t-shirt-red-with-white-print-graphicwomens-vintage-designer-tshirt-with-a-tagged-graffiti-graphic-be-t.jpg
Tshirt	red	https://images-na.ssl-images-amazon.com/images/I/81Lgxn4Cx9L._UX466_.jpg
Tshirt	red	https://huyhoanhotel.com/wp-content/uploads/2013/06/tshirt-red-2.jpg
Tshirt	red	https://cdn.shopify.com/s/files/1/0617/7485/products/Red_Belt_Fed_Hate_Machine_Tee_1200x.jpg?v=1558651578
Tshirt	red	https://redcanoebrands.com/wp-content/uploads/2015/10/beechcraft-tshirt.jpg
Tshirt	red	http://store.jackdaniels.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/j/a/jack-daniels-tennessee-fire-red-tshirt.jpg
Tshirt	red	https://cdn11.bigcommerce.com/s-fbddb/images/stencil/1280x1280/products/946/1848/rolling-stones-tongue-lips-logo-mens-red-t-shirt__52439.1510931542.jpg?c=2&imbypass=on
Tshirt	red	https://shop.beano.com/media/catalog/product/cache/e4d64343b1bc593f1c5348fe05efa4a6/k/i/kids-striped-tshirt--main.jpg
Tshirt	red	http://www.trendysendy.com/wp-content/uploads/2018/02/Red-polo-tshirt.jpg
Tshirt	red	https://www.s4g.com/assets/images/kappa-alpha-psi-kaepernick-tshirt-red-front-back.jpg
