type	color	url
shirt	gray	https://dapperhomme.co/wp-content/uploads/2018/07/DHSH1854_1.jpg
shirt	gray	https://i.pinimg.com/originals/81/68/75/8168755496cde72a0ff56326965aa21b.jpg
shirt	gray	https://wholesale-7ea6.kxcdn.com/img/aw17/1_18012_67_00.jpg
shirt	gray	http://staticawsy.yepme.com/newcampaign/7640/76402_ypxl_1.jpg
shirt	gray	https://www.looksgud.in/blog/wp-content/uploads/2015/10/black-shirt-with-white-formal-trouser.jpg
shirt	gray	https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1968487/2017/7/6/11499332524925-Blackberrys-Men-Grey-Slim-Fit-Formal-Shirt-21499332524616-1.jpg
shirt	gray	https://www.monark.com.pk/pub/media/catalog/product/cache/fb429d21c17c7c40c56851fb2717af0b/m/p/mp3-26_1.jpg
shirt	gray	https://www.looksgud.in/blog/wp-content/uploads/2015/10/sky-blue-shirt-with-gray-pant.jpg
shirt	gray	https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/3/16/88a6d670-2d49-4af3-993a-136f1ca9fe471552700133977-1.jpg
shirt	gray	https://i.pinimg.com/originals/53/73/a1/5373a171e9cb118f86ba2ddb7b56e399.jpg
shirt	gray	https://dapperhomme.co/wp-content/uploads/2018/07/DHSH1859_2.jpg
shirt	gray	https://img.rcmbusiness.com/rcmshopping/PROD_IMAGES/24618_2019_03_18_11_53_48.jpg
shirt	gray	https://www.looksgud.in/blog/wp-content/uploads/2015/10/gray-formal-pant-with-white-shirt.jpg
shirt	gray	https://2.wlimg.com/product_images/bc-full/dir_6/156699/mens-formal-shirts-1423967.jpg
shirt	gray	https://assets.abfrlcdn.com/img/app/product/8/89404-286926.jpg?auto=format
shirt	gray	https://www.monark.com.pk/pub/media/catalog/product/cache/fb429d21c17c7c40c56851fb2717af0b/m/p/mp3-25_1.jpg
shirt	gray	https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9745787/2019/5/28/cfc362cb-4795-4c8b-a052-1f5400ef91191559046375335-Park-Avenue-Men-Grey-Slim-Fit-Solid-Formal-Shirt-75415590463-1.jpg
shirt	gray	https://hallensteins-com.imgix.net/products/stretch-french-cuff-long-sleeve-shirt-8689334-black-full.jpg?w=413&h=524&fit=crop&auto=format&s=d9624a61187e3811573fe7a60017d6c9
shirt	gray	https://hallensteins-com.imgix.net/products/stretch-french-cuff-long-sleeve-shirt-8689334-black-front.jpg?w=413&h=524&fit=crop&auto=format&s=148c863c4817ba808b9fda4bf038a9b6
shirt	gray	https://i0.wp.com/www.shopiera.com/wp-content/uploads/2018/09/XD4A4914.jpg
shirt	gray	https://images.bewakoof.com/utter/content/2642/content_Grey_pant_combination_outfit.jpg
shirt	gray	https://dapperhomme.co/wp-content/uploads/2018/07/DHSH1857_3.jpg
shirt	gray	https://img.tatacliq.com/images/i2/252Wx374H/MP000000003084825_252Wx374H_20180505080858.jpeg
