type	color	url
coat	white	https://s3jaanuu.imgix.net/cms_images/product_images/C94008-WHTL/5b2705025a8bcc1a002371b2626faa0598e4f35e.jpg?q=80&w=600
coat	white	https://www.medelita.com/media/catalog/product/cache/9860bf83e994b943c34b2f0539837597/e/l/element-men-vert-front.jpg
coat	white	https://www.medelita.com/media/catalog/product/cache/9860bf83e994b943c34b2f0539837597/1/_/1.david_h_wilson_lab_coat_0013-featured.jpg
coat	white	https://peopledotcom.files.wordpress.com/2017/12/pretty-little-thing.jpg
coat	white	https://s3jaanuu.imgix.net/cms_images/product_images/C94012-WHTL/7f64b82aca893cd1f7e7d311964589efc0bcafa8.jpg?q=80&w=600
coat	white	https://www.cherokeeuniforms.com/pub/media/catalog/product/cache/small_image/400x533/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.pixelspark.netwebimages1100cropped_model_shots_grayww350ab_wht.jpg
coat	white	https://i.pinimg.com/236x/85/af/77/85af77e26f214919f3f4a1dc4fc713b9--london-style-white-coats.jpg
coat	white	https://cdn-img.instyle.com/sites/default/files/styles/622x350/public/1454106051/012916-white-coats-lead.jpg?itok=EgGW71Ya
coat	white	https://ksassets.timeincuk.net/wp/uploads/sites/46/2018/03/meghan-markle-white-coat.jpg
coat	white	https://scstylecaster.files.wordpress.com/2014/10/white-coat-trend.jpg?w=472&h=265&crop=1
coat	white	https://cdn-img.instyle.com/sites/default/files/styles/684xflex/public/1454106051/012916-white-coats-lead.jpg?itok=Iag20Lkl
coat	white	http://www.doortodoorcleaners.com/wp-content/uploads/2013/02/image0071-222x300.jpg
coat	white	https://www.medelita.com/media/catalog/product/cache/9860bf83e994b943c34b2f0539837597/1/j/1julia_estie_lab_coat_0017-featured-product.jpg
coat	white	https://cdn.shopify.com/s/files/1/1527/0993/products/white-linen-jacket-IMG_5353_large.jpg?v=1557271280
coat	white	https://i.allheart.com/images/detail/wh1964/1_wh-1964---011_280.jpg
coat	white	https://www.hobbs.co.uk/images/products/0216-3548-3893L00-062/0216-3548-3893L00-062_01_1008_1080.jpg
coat	white	https://smhttp-ssl-63262.nexcesscdn.net/media/catalog/product/cache/43845fb6b73dd802c30b4811fdff7fe3/w/a/walton-coat-turquoise-white-aqua.jpg
coat	white	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Lab_coat_and_scrubs.jpg/300px-Lab_coat_and_scrubs.jpg
coat	white	https://thefashiontag.com/wp-content/uploads/2014/10/white-coats-style-7.jpg
coat	white	http://fashiontasty.com/wp-content/uploads/2016/04/5.-White-Coat-With-All-White-Outfit.jpg
coat	white	https://i.allheart.com/images/detail/mdhwcm3lc/1_md-hwcm3lcwht_280.jpg
coat	white	http://www.cozbest.com/images/Product30/2013_6633_117c.jpg
coat	white	https://www.karenmillen.com/dw/image/v2/AAXB_PRD/on/demandware.static/-/Sites-KARENMILLEN/default/dw7a8010de/images/hi-res/karen-millen_02063380_1.jpg?sw=343&sh=551&sm=cut
coat	white	https://s3jaanuu.imgix.net/cms_images/product_images/C94010-WHTL/d393b277ad47269ccc2f766932625982cba09899.jpg?q=80&w=600
coat	white	https://i.ebayimg.com/00/s/MTEwMFgxMjM3/z/zUUAAOSwd4tULUdE/$_35.JPG?set_id=2
coat	white	https://www.smartscrubs.com/images/SSPhotos/Z3035WHT_Mdl.jpg
