type	color	url
shirt	yellow	https://5.imimg.com/data5/BQ/UO/MY-12824495/plain-yellow-formal-shirt-500x500.jpg
shirt	yellow	https://rukminim1.flixcart.com/image/832/832/jeykeq80/shirt/h/z/v/40-half-yellow-desh-bandhu-khadi-original-imaevg58ac6mcudv.jpeg?q=70
shirt	yellow	https://ug.jumia.is/QHepPSKEgeTQGRkxO0g7TuNDcPU=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(100)/product/45/345/2.jpg
shirt	yellow	https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1928892/2017/5/26/11495790873781-Hancock-Men-Shirts-5201495790873651-1.jpg
shirt	yellow	https://cdn.shopify.com/s/files/1/2007/0249/products/2095_shirt_1895_dark_brown_formal_pant_1024x.jpg?v=1499343579
shirt	yellow	http://assets.myntassets.com/assets/images/8748847/2019/2/20/d0abf12f-65d4-49e4-ad46-cc967a3a6b751550668928489-Yellow-Solid-Slim-Fit-Formal-Shirt-7001550668926504-1.jpg
shirt	yellow	https://images-na.ssl-images-amazon.com/images/I/61pnOPWHSOL._UX342_.jpg
shirt	yellow	https://www.hotbutton.in/wp-content/uploads/2019/01/yellow-striped-formal-shirt.jpg
shirt	yellow	https://ae01.alicdn.com/kf/HTB1vXf1HVXXXXbvXXXXq6xXFXXX7/Top-quality-Solid-Cotton-mens-dress-shirts-Yellow-Mens-Shirt-Diamond-Button-Down-Slim-Fit-mens.jpg
shirt	yellow	https://www.alagrand.com/img/Product/Main/Jade%20BlueMenYellowFormal%20Shirt10.jpg
shirt	yellow	http://outfitideashq.com/wp-content/uploads/2014/08/mens-yellow-dress-shirt-outfit-idea-9.jpg
shirt	yellow	https://4.imimg.com/data4/UY/DU/MY-10757512/mens-formal-stylish-shirts-500x500.jpg
shirt	yellow	https://www.ruhrepublic.com/wp-content/uploads/2018/07/mens-yellow-checked-slim-fit-formal-shirt-2.jpg
shirt	yellow	https://static7.cilory.com/309816-thickbox_default/peter-england-light-yellow-formal-shirt.jpg
shirt	yellow	https://ug.jumia.is/P3x7OMhpaDoZdLsxCukji0Hes1E=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(100)/product/80/545/1.jpg
shirt	yellow	https://static3.cilory.com/187689-large_default/alpha-male-light-yellow-formal-shirt.jpg
shirt	yellow	https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPARROW-YELLOWARVI763657630F6BE3/a_0..jpg?imwidth=282&impolicy=hq
shirt	yellow	https://i5.walmartimages.com/asr/bee30d11-b5d9-44d0-a7c9-9f640276ebb3_1.1d6b8a08e887e51a0f4c6ab704a31334.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
shirt	yellow	https://d15ioemx483hfi.cloudfront.net/490/475/products/1312/1537788699lee-marc-mens-formal-shirt-lemon-414231-lm_lemon_formal_shirt_38_01.JPG?dpr=1.5
shirt	yellow	https://louisphilippe.imgix.net/img/app/product/2/259146-998341.jpg
shirt	yellow	https://imagex.kartrocket.com/image_dennison48/data/AW-17-284-yellow-formal-shirt.jpg?imgeng=w_600,h_600
shirt	yellow	http://nagarments.com/wp-content/uploads/2018/02/ADI_7822-copy.jpg
shirt	yellow	https://rukminim1.flixcart.com/image/704/704/shirt/a/9/7/ic02644-baaamboos-44-original-imae3my3jgutsncg.jpeg?q=70
shirt	yellow	https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8771101/2019/2/22/2bee3f62-c3fc-4840-a48b-c6818531c4a61550818646270-Park-Avenue-Men-Yellow-Slim-Fit-Solid-Formal-Shirt-628155081-1.jpg
shirt	yellow	https://imshopping.rediff.com/imgshop/300-400/shopping/pixs/14564/y/y2._the-classy-lemon-yellow-shirt-for-men.jpg
shirt	yellow	https://www.agtspk.com/wp-content/uploads/2018/08/Yellow-Shirt-01.jpg
shirt	yellow	https://images-eu.ssl-images-amazon.com/images/I/31im57LdZFL._AC_UL260_SR200,260_.jpg
shirt	yellow	https://imagex.kartrocket.com/image_dennison48/data/AW-17-287.jpg?imgeng=/w_600/h_600
shirt	yellow	https://jadeblue.com/media/catalog/product/cache/1/thumbnail/1000x/17f82f742ffe127f42dca9de82fb58b1/b/b/bbru_1.jpg
shirt	yellow	https://www.s9fashion.com/userdata/gfx/0386f1ab644df5bdc729be1f00696aca.jpg
shirt	yellow	https://www.opposuits.com/media/catalog/product/cache/16/thumbnail/375x/e9c3970ab036de70892d86c6d221abfe/o/s/ossm_yellow-fellow_website_rgb_clean_2.jpg
shirt	yellow	https://www.beltcart.com/wp-content/uploads/2018/10/2017-New-Fashion-Brand-Camisa-Masculina-Long-Sleeve-Shirt-Men-Korean-Slim-Design-Formal-Casual-Male-2.jpg
shirt	yellow	http://www.jozka.net/assets/images/mens_plain_cds002.jpg
shirt	yellow	https://www.cottonking.com/2261-home_default/formal-cotton-shirt-26699-hsn-6205.jpg
shirt	yellow	https://sc01.alicdn.com/kf/HTB13eWbJpXXXXXfXpXXq6xXFXXXO/Latest-Tops-Designs-Girls-Stylish-Formal-Shirts.jpg_350x350.jpg
shirt	yellow	https://n1.sdlcdn.com/imgs/g/s/0/230X258_sharpened/Khadio-Yellow-Regular-Fit-Formal-SDL529054298-1-dd0a6.jpg
shirt	yellow	https://qph.fs.quoracdn.net/main-qimg-fec373507870c84f334ce0d6296b56d2.webp
shirt	yellow	https://image.made-in-china.com/43f34j00tAOaqTVdhhcQ/100-Cotton-Yellow-Long-Sleeve-Slim-Formal-Dress-Shirt-for-Men.jpg
shirt	yellow	https://www.clapkart.com/wp-content/uploads/2018/11/yellow-slim-formal-shirt-3.jpg
shirt	yellow	https://www.yellowclothing.net/54216-tm_home_default/men-s-formal-shirt-white-dobby.jpg
shirt	yellow	https://rukminim1.flixcart.com/image/714/857/jq5iky80/shirt/k/k/g/44-bfyelwsht02ab-being-fab-original-imaefhtgua5ydzue.jpeg?q=50
shirt	yellow	https://donzellfashion.com/image/cache/Donzell/Products/Formal%20Shirts/DZ132-1-600x600.jpg
shirt	yellow	https://www.blackberrys.com/wp-content/uploads/2019/02/8907842215642_1-343x527.jpg
shirt	yellow	https://dosi-in.com/wp-content/uploads/2018/11/AJS-SIMPLE-LOGO-TEE-YELLOW-1-300x300.jpg
shirt	yellow	https://www.hotbutton.in/wp-content/uploads/2019/01/25ada921-5e5a-40e4-a35a-1ff1b4480a5e1535541625809-Peter-England-Men-Yellow-Slim-Fit-Solid-Formal-Shirt-1531535-3.jpg
shirt	yellow	https://atrangifashion.com/uploads/Sites/61742/ProductImages/102810/96d7de8a-e3e2-4d4b-96a1-a1b13ee1cfda-201901140839173210.jpg
shirt	yellow	https://peterengland.imgix.net/img/app/product/3/315883-1459708.jpg?auto=format&w=219
shirt	yellow	https://www.hawesandcurtis.co.uk/images/products/mens-formal-white-herringbone-slim-fit-shirt-single-cuff-easy-iron-SSPJA222-N01-124391-800px-1040px.jpg
shirt	yellow	https://www.ramrajcotton.in/image/cache/catalog/Genxt%20Half%20Sleeve%20formal%20Shirt%20-%20woody/2-900x1200.jpg
shirt	yellow	https://images-eu.ssl-images-amazon.com/images/I/41HMJ5vxnuL._AC_UL260_SR200,260_.jpg
shirt	yellow	https://cdn.shopify.com/s/files/1/1795/4327/products/full-sleeves-yellow-formal-mens-khadi-shirt-2_720x.jpg?v=1521552458
shirt	yellow	https://www.lordsindia.com/image/cache/1/SHIRT/COU-35-500x500.jpg
shirt	yellow	https://antonalexander.com/wp-content/uploads/2019/02/Yellow-Paisley-Dress-Shirts.jpg
shirt	yellow	https://i.pinimg.com/originals/c7/e8/97/c7e89765cf950cf5aaee7c5233f9963d.png
shirt	yellow	https://www.pakbela.com/image/cache/catalog/Gents%20clothes/shirts/s3-500x500.jpg
shirt	yellow	https://images.sg.content-cdn.io/cdn//in-resources/d0ab2294-ee57-46c1-928c-2cba1ed6c407/Images/ProductImages/Source/18SS227-1.jpg
shirt	yellow	https://www.allonlinestore.in/media/product/30/92/1-catalog.jpg
shirt	yellow	https://gloimg.gbtcdn.com/gb/pdm-product-pic/Clothing/2016/09/12/source-img/20160912185612_11547.jpg
shirt	yellow	https://www.yellowclothing.net/54206-tm_home_default/men-s-formal-shirt-blush.jpg
shirt	yellow	https://my-live-01.slatic.net/original/252413fc321d8e11acbb25f437916a36.jpg
shirt	yellow	https://5.imimg.com/data5/KB/XL/MY-42540256/light-colour-shirt-500x500.jpg
shirt	yellow	https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/7761E25EDB0946ACBA59B7272AD273EC/205253309_9418_7761E25EDB0946ACBA59B7272AD273EC.jpg
shirt	yellow	https://jadeblue.com/media/catalog/product/cache/1/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/3/8/38xn_1.jpg
shirt	yellow	https://cdn.shopify.com/s/files/1/0049/5160/5322/products/G31A3408_300x300.jpg?v=1552627588
shirt	yellow	https://cdn.shopify.com/s/files/1/1380/5085/products/9338YELLOW_3_1024x1024.jpg?v=1511782751
shirt	yellow	https://cdn.shopify.com/s/files/1/1869/9053/files/1_48e8e2f0-3720-42d0-9b13-371b3e664080_large.jpg?v=1521034348
shirt	yellow	https://img.shopstyle-cdn.com/sim/1d/a9/1da9e3999c9600ba6212adb872ffe86b_best/Lacoste-Men's-Regular-Fit-Linen-Shirt.jpg
